date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:51	17551/17551	---M-Z	200	added ('OK')	application/x-javascript	etag:%22448f-60d26b57-c022756bda7d9e64;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/sidebar/hc-offcanvas-nav.js	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/sidebar/hc-offcanvas-nav.js	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:52	3832/3832	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ef8-60d26b56-e5a6eaa80c92e341;gz%22	https://askbootstrap.com/preview/swiggi/template2/js/osahan.js	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/js/osahan.js	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:52	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%226114f33c-302c%22	https://askbootstrap.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:52	13614/13614	---MCZ	200	added ('OK')	text/javascript	etag:W/2021.5.3	https://static.cloudflareinsights.com/beacon.min.js	C:/My%20Web%20Sites/swiggy-clonew/static.cloudflareinsights.com/beacon.min.js	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:53	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-60d26b57-6eb75ba4edec749a;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/ajax-loader.gif	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/ajax-loader.gif	(from https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick-theme.min.css)
21:02:54	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-60d26b57-cd0af69ad22190af;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.eot	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.eot	(from https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick-theme.min.css)
21:02:54	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-60d26b57-cd0af69ad22190af;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.eot?	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slickd41d.eot	(from https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick-theme.min.css)
21:02:55	1380/1380	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22564-60d26b57-56fea4a8f5bd8e2c;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.woff	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.woff	(from https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick-theme.min.css)
21:02:55	1892/1892	---M--	200	added ('OK')	application/x-font-ttf	etag:%22764-60d26b57-859bcee22aa83283;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.ttf	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.ttf	(from https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick-theme.min.css)
21:02:56	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:%22868-60d26b57-e04a9228544b9ec7;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.svg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/fonts/slick.svg	(from https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick-theme.min.css)
21:02:57	65112/65112	---M--	200	added ('OK')	application/x-font-ttf	etag:%22fe58-60d26b57-9153ab273b1be2bf;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/icons/fonts/Feather.ttf?sdxovp	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/icons/fonts/Feather144f.ttf	(from https://askbootstrap.com/preview/swiggi/template2/vendor/icons/feather.css)
21:02:58	65188/65188	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22fea4-60d26b57-fef10b229981a140;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/icons/fonts/Feather.woff?sdxovp	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/icons/fonts/Feather144f.woff	(from https://askbootstrap.com/preview/swiggi/template2/vendor/icons/feather.css)
21:02:58	222023/222023	---M-Z	200	added ('OK')	image/svg+xml	etag:%2236347-60d26b57-ae400f4790529342;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/icons/fonts/Feather.svg?sdxovp	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/icons/fonts/Feather144f.svg	(from https://askbootstrap.com/preview/swiggi/template2/vendor/icons/feather.css)
21:02:59	96998/96998	---M--	200	added ('OK')	image/png	etag:%2217ae6-60d26b57-fcbbe67496a356c7;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/1.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/1.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:00	101345/101345	---M--	200	added ('OK')	image/png	etag:%2218be1-60d26b57-64b9667189c36e3c;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/2.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/2.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:00	87878/87878	---M--	200	added ('OK')	image/png	etag:%2215746-60d26b57-26dd97e0186e71b3;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/3.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/3.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:01	98712/98712	---M--	200	added ('OK')	image/png	etag:%2218198-60d26b56-d4661b375dabd8cf;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/4.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/4.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:02	85691/85691	---M--	200	added ('OK')	image/png	etag:%2214ebb-60d26b57-bb79dd96f9daed21;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/6.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/6.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:03	98251/98251	---M--	200	added ('OK')	image/png	etag:%2217fcb-60d26b57-cf7b2c5192b86e2c;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/7.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/7.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:04	97442/97442	---M--	200	added ('OK')	image/png	etag:%2217ca2-60d26b56-685c5d77968fe142;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/8.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/8.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:04	90282/90282	---M--	200	added ('OK')	image/png	etag:%22160aa-60d26b57-223cd221fc0c798d;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/5.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/5.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:04	86629/86629	---M--	200	added ('OK')	image/png	etag:%2215265-60d26b56-85a441a345ca3787;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/9.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/9.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:05	102286/102286	---M--	200	added ('OK')	image/png	etag:%2218f8e-60d26b56-587f455dc82e8f71;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/10.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/10.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:06	96562/96562	---M--	200	added ('OK')	image/png	etag:%2217932-60d26b56-84fa2c3784071918;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/icons/11.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/icons/11.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:07	253068/253068	---M--	200	added ('OK')	image/png	etag:%223dc8c-60d26b56-25ed52bbfa2c6097;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/trending6.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/trending6.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:07	84126/84126	---M--	200	added ('OK')	image/jpeg	etag:%221489e-60d26b56-59d82c71cb787e04;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/pro1.jpg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/pro1.jpg	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:07	358332/358332	---M--	200	added ('OK')	image/png	etag:%22577bc-60d26b56-506910c7a0a83739;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/trending5.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/trending5.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:08	83286/83286	---M--	200	added ('OK')	image/jpeg	etag:%2214556-60d26b56-b803c02a9e96f689;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/pro2.jpg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/pro2.jpg	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:09	81193/81193	---M--	200	added ('OK')	image/jpeg	etag:%2213d29-60d26b56-f6cd934b2feea8c7;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/pro3.jpg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/pro3.jpg	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:09	87386/87386	---M--	200	added ('OK')	image/jpeg	etag:%221555a-60d26b56-8e0545b7683f3b8f;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/pro4.jpg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/pro4.jpg	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:12	431317/431317	---M--	200	added ('OK')	image/png	etag:%22694d5-60d26b56-cb44cdb254247cd0;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/popular1.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/popular1.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:12	576423/576423	---M--	200	added ('OK')	image/png	etag:%228cba7-60d26b56-d8a5671a8d04c73a;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/popular3.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/popular3.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:13	431919/431919	---M--	200	added ('OK')	image/png	etag:%226972f-60d26b56-99d1e052f034a0f7;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/popular2.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/popular2.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:14	443060/443060	---M--	200	added ('OK')	image/png	etag:%226c2b4-60d26b56-edb5f31bf1a3234d;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/popular4.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/popular4.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:14	347024/347024	---M--	200	added ('OK')	image/png	etag:%2254b90-60d26b56-ae22c6a4e0712901;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/sales1.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/sales1.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:14	388631/388631	---M--	200	added ('OK')	image/png	etag:%225ee17-60d26b56-b36272234c2f7e27;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/banner.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/banner.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:15	288920/288920	---M--	200	added ('OK')	image/png	etag:%2246898-60d26b56-d79f5bdc344c40f1;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/sales2.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/sales2.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:16	45660/45660	---M--	200	added ('OK')	image/png	etag:%22b25c-60d26b57-2594c9e5e81b5885;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/nav-logo.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/nav-logo.png	(from https://askbootstrap.com/preview/swiggi/template2/home.html)
21:03:16	34150/34150	---M-Z	200	added ('OK')	image/svg+xml	etag:%228566-60d26b56-11e1b99622c54d6d;gz%22	https://askbootstrap.com/preview/swiggi/template2/img/landing1.svg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/landing1.svg	(from https://askbootstrap.com/preview/swiggi/template2/landing.html)
